,rating,review_text
3266,1,"Está faltando o DVD . liguei para besway mandaram olhar o video no YouTube. mas a gente não consegue ver passo a passo. Ninguem conhece o produto. não tem assistencia tecnica local ,  Então você fica em haver navios com elefante branco nas mãos! Estou montando não sei se está correto ou não. E o verâo está passando!"
7688,3,Fiz a compra dia 28/11/17 e até agora 06/01/18 não recebi o produto. Só ficam pulando de atendente mas ninguém resolve. Não comprem.
2047,0,"fiquei muito chateada, pois comprei com um mês de antecedência do natal, para dar de presente para minha filha e na semana do natal, recebi um e-mail informando que tentaram entrar em contato comigo por diversas vezes e não conseguiram, para informar que a cor escolhida não tinha disponível e simplesmente cancelaram a venda. Achei bizarro, pois não tinha nenhuma chamada no meu celular e muito menos algum e-mail, informando este feito.  Muito insatisfeita."
5409,3,Chegou poucos dias antes do previsto!!!!!!!!!!!!!!!!!!!!!!!!!!!
3784,4,"Eu amei este faqueiro, muito lindo e com a qualidade Tramontina."
8258,0,"O produto foi entregue sem ter ninguém para receber e assinar autorizando a entrega, foi simples deixado na garagem de casa e o produto foi totalmente destruído pelo meu cachorro. Isso é muita falta de consideração com aqueles que optam em fazer a compra pela internet, pois parece que não estão nem ai, entregam de qualquer jeito ( a solução que me passaram foi a devolução do dinheiro) o que eu não quero. Eu quero o produto! pois agora estou sem o produto e o valor do produto no site ja não é o mesmo... muito insatisfeito...  Se eu tiver alguma resposta/suporte que venha mudar essa situação, que é o que espero, eu volto para passar o acontecido.  Estou aguardando mais informações da americanas..."
9449,2,"notte muito bom, rapido, bonito eficiente ...................................................................."
6381,1,Pensei ser um material de qualidade mas não supriu minhas espectativas.
8669,4,"Chegou em 3 dias, muito rapido produto veio bem embalado, recomendo muito americanas."
6890,4,Um livro muito envolvente!  Vale muito a pena! A leitura prende do começo ao fim.
5109,1,"respondi o email de vocês ontem e ainda não me retornaram, meu aparelho veio com avaria e encaminhei para vocês de volta, estou aguardando retorno de vocês e meu aparelho novo"
6903,0,A entrega não foi realizada. Está havendo um grande atraso. Espero providências urgentes.
8602,4,Adorei o celular e a entrega no prazo certinho muito bom
4544,0,"Comprei este produto e ele definitivamente não protege nada, é transparente mesmo, então não comprem, melhor usar uma fralda pendurada na janela."
5614,0,"Comprei essa prancha e foi um erro! Não esquentava nada, pedi devolução, até hoje sem sucesso. Eles continuam mandando para minha casa, sendo que já coloquei no correio e solicitei estorno. O atendimento foi péssimo, um joga o problema para cima do outro. Não recomendo o produto, e depois dessa, não compro mais na loja online das Americanas!"
181,4,"Produto original, entrega rápida ,eu recomendo  e vou comprar novamente."
8059,4,"O produto atendeu perfeitamente às minhas expectativas, mas a entrega deixou a desejar. Recebi o produto com pequenas avarias."
1023,3,"Gostei do produto, pois o mesmo é o que vi nas lojas, não há diferença."
8962,3,"Eu não entendo de secadores, só sei que esse é razoavelmente forte e até agora (3 semanas depois da compra) está funcionando perfeitamente. Infelizmente o plug que liga na tomada é uma versão estranha que não encaixa em tomada nenhuma (nem em benjamim), então você provavelmente terá que comprar um adaptador (coisa barata, uns 8 reais)."
1964,3,"Boa tarde, o produto chegou em ordem e não demorou pra chegar fiquei  muito satisfeito."
7176,2,"Produto entregue  antes  do  previsto com tudo   ok,. Recomendo."
214,2,Só não 10 pro celular pq a camera frontal deixa a desejar um pouco.  Mas é um celular bom e a entrega de vcs mto rápida recebi com uma semana do prazo. Parabéns.
9742,0,"Já fiz diversas reclamações informando que não recebi o produto e o site continua mantendo o status de que o produto foi entregue, então minha avaliação é negativa, não recomendo o produto e quero meu dinheiro de volta."
6243,1,O produto tem baixa qualidade. Produto frágil. Instruções insuficientes.
7912,4,A boneca chegou antes do prazo e ela era linda. Recomendo o site e os produtos.
7238,2,Pensei que a agenda fosse maior. Não gosto de agendas pequenas. E essa ainda divide o sábado e domingo na mesma filha!
3323,4,"gostei muito das banquetas combinou muito com a minha decoração. a única coisa que não gostei é a marcação que veio feita para o encaixe do encosto, tivemos muito trabalho pra montar"
762,2,Bom dia. Como não instalei o produto e só fiz teste de bancada posso afirmar que pelo que vi o aparelho é bom. Quando a recomendar ainda não posso.
9572,0,"Comprei, paguei e não recebi, querem mais alguma coisa, digo um monte de bandalheiras."
4457,0,"Meus dois relógios vieram com defeitos, é pra piorar são chinês. Já devolvi e estou esperando o estorno. Comprei confiando na marca Americanas mas pelo visto a loja já está apelando para produtos de má qualidade."
8916,3,"Versátil, Fácil manuseio e transporte, com garantia estendida, recomendo."
1756,0,"Chegou rápido,mas o pau de selfie que é p celular veio quebrado(sem o encaixe) a camera superaquece rápido demais além de da uns bugs terríveis,não funciona na opção vídeo,lamentável...mas tudo bem...só perderam uma cliente."
6930,0,"A empresa responsável pela produção desse DVD (Strings music/Sam Records) é simplesmente, e absolutamente, uma grande droga, uma irresponsável, uma exploradora. Ela se aproveita da boa vontade do consumidor para lhe explorar, lhe fazendo de palhaço, de imbecil. Você quer assistir esse show (do Depeche, rock am ring)? Assista pelo youtube. Quer tê-lo? Baixe pelo youtube. Lá há várias edições SEM FALHAS. Isso mesmo, consumidor, no youtube tem esse show SEM FALHAS. Porém, essa porcaria de DVD apresenta VÁRIAS - DIVERSAS - FALHAS ao longo de todo o show. Um produto muito mal produzido, muito mal gravado, por essa droga de empresa. E isso serve para os DOIS DVDS lançados por essa droga de empresa: depeche mode em dobro, e também, Electronic Music com Pet Shop Boys e Depeche Mode. Quanto a esse último DVD (Pet Shop Boys e Depeche Mode), como se não bastasse a mesmíssima gravação mal feita, péssima, do mesmo show do outro DVD, ainda tem também falhas no show do pet shop boys (como se isso fosse alguma novidade, né) / (surpreso com isso?). Portanto,  eu recomendo que NÃO comprem esses DVDS (depeche mode em dobro, e, depeche mode e pet shop boys) porque a (porcaria, a droga, da) empresa que produziu isso não sabe nem fazer uma gravação, e lança DVDS CHEIOS de falhas."
8412,3,"É um ótimo aparelho celular, possui bom processador e memoria. Em comparação ao Zplay de primeira geração, que foi meu aparelho anterior, ocorreu uma diminuição da bateria e isto diminuiu a autonomia, mas no restante ele melhorou muito."
5074,0,Caraaa olha o preço disso... é de ouro???  Que absurdooooo.....
1579,3,Esteticamente bonito e muito funcional. minha mãe adorou o presente e recomendo. A potência é muito boa!
2606,2,"amei,são lindas!  a variedade das cores as fazem mais bonitas"
7984,2,"O produto é bom, porém foi entregue atrasado, após o natal."
6220,2,Bom celular. Belo designer atende minhas expectativas
8436,0,"Minha esposa comprou 02 escovas, a da amiga dela veio funcionando, mas a da minha esposa não funcionou. Vamos ver se a americanas vai tratar do processo de troca ou devolução rápido como foi a entrega, só depois darei minha avaliação final. Pedido 02-658673268"
5465,4,"Computador show, fiquei impressionado com a responsabilidade dessa impressa a entrega é rápido mesmo. Só q tem site q acha mais barato."
282,4,"Jogo muito divertido, chegou tudo certinho e chegou antes do prazo de entrega, gostei muito."
428,3,"""Bom"
4295,0,"Não recebi o produto, veio em uma caixa toda ferrada onde já indicava um produto bem danificado, voltou no mesmo caminhão q veio, quero outro produto ou o dinheiro de volta!! Achei que pelo conceito da loja poderia comprar sem essa insatisfação toda que estou tendo! Quero um produto que realmente seja novo ou o meu dinheiro de volta!  Grata"
4225,4,"Panela perfeita, ótimo material, espaçosa. Perfeita. Super recomendo!"
2814,0,Ja tinha enviado uma reclamação a vocês sobre o produto. O mesmo não está funcionando.
3838,3,"Comprei pelo preço, mas gostei mesmo foi da entrega, eram 10 dias úteis mas chegou em 5. Muito bom!"
9145,2,gostei do perfume porém foi comprado para presente
8673,0,Controle não é original vcs mim enganaram Eu gostaria que vcs mandasse o controle original
2983,3,"Efetuei a compra da cafeteira e gostei muito da aquisição. É simples de manusear e com diversas funções, porém não se dispensa ler o manual para entender as luzes de advertência e seu funcionamento. O café fica muito gostoso, é prático e rápido.  Recomendo o produto."
3488,2,"Ainda em fase de teste, mas a chapa não tem caimento da gordura"
5575,0,"Pior garrafa que já comprei, não mantem quente. Muito mais cara que as comuns e não cumpre o que promete."
4937,3,A americanas sempre me da o suporte necessário e todos os produtos chegam ate mesmo antes do prazo super bem embalado super recomendo as compras realizadas no site a anos comprando nunca tive problemas
9356,3,"Ótimo custo benefício, ele é um pouco pesado porém bem resistente"
9551,2,O preço do produto esta compatível com a  sua qualidade e beneficio.
915,4,"Fiquei muito satisfeita, com o prazo de entrega, o cuidado que o produto chegou, não tendo chances de quebrar."
9388,3,"Produto muito bom, silencioso e de fácil instalação!"
7998,1,"Barulho muito alto, superior ao que é permitido  Pode até dar surdez em adultos e crianças"
4282,0,COMPREI À MAIS DE 1 MÊS E ATÉ AGORA NÃO RECEBI O PRODUTO. JUNTO COMPREI 1 JOGO DO PES 2018 ESTE JA RECEBI NO DIA CERTO DIA 15/12/17. ESTOU MUITO INSATISFEITO COM A ENTREGA !!!!
1962,4,"Produto excelente, ótimo acabamento e conteúdo.  O que deixou a desejar foi a entrega, o livro chegou com algumas danificações o que incomodou bastante a satisfação nesse quesito."
3290,2,"Recebimento ok, mais essa bateria que dizem que é duradora ,não presta, o Cellular com  menos de dois meses ja descarrega muito rápido.Nao dura nen um dia. incrível isso."
8368,3,"um aparelho belíssimo, a Câmara não tem nem o que fala ela é perfeito ! o processado muito rápido, a tela show .. agora muito cuidado com o aparelho vcs tem que protege a frente é atrás."
1269,3,"A persiana que comprei é muito boa e facil instalação. Só não coloquei como Excelente pois o parafuso que veio junto com a bucha são de tamanhos diferentes, depois que coloque a bucha fui colocar o parafuso e era muito maior que a bucha, então tive que sair para comprar outro parafuso. Veio faltando também umas pontinhas brancas da persiana."
4322,2,Gostei da tv... mas não há a opçao de  rolagem de tela no Netflix ... precisa de um mouse... aí complica
6302,4,"Eu simplesmente ameiiiii!!! Produto de qualidade e além de muito bonito, entrega antes do prazo!!!"
2977,4,Muito potente e de ótima qualidade! Atendimento da empresa Lcg Eletro nota 10! Recomendo
4772,4,"recomendo o produto, aprovado chegou dentro do prazo, nenhuma reclamação"
4236,0,"Condições de tempo de entrega favoráveis sem reclamações, agora quanto ao produto o mesmo veio avariado, não carregando completamente e deixando de funcionar 5 dias depois. Quero reembolso!"
7115,0,"O produto chegou rapido, porem depois de 30 dias de uso o mesmo apresentou um problema de pani eletrónica e parou de funcionar o Bluetooth e não liga e nem desliga aí entramos em contato com a TLC eletro e com muito custo conseguimos enviar para assistência técnica, lembrando q tem 3 meses de garantia, a resposta foi q o produto foi utilizado incorretamente, ou seja como da pra avaliar o que é mau uso ou não? Sempre tem essas desculpas."
3586,3,Muito bom Perfume! Comprei sem conhecer e fiquei satisfeito. Sem contar que chegou antes do prazo.
301,1,o modelo muito bonito.porem  veio com defeito. vazando agua
6098,4,Produto muito bom vendedor exelente entrega super rapida
2599,1,"Ao instalar o equipamento, perceptível a redução do fluxo de água.   Entramos com um fluxo e a vazão foi menor, não dando condições de movimentar os aspersores.  Para mim não serviu de nada"
6445,0,"produto até bonito... mas de pessima qualidade!!!! nao comprem... é só dor de cabeça... com uma semana de uso descosturou um dos assentos... liguei, falaram que ia sustituir e até agora nada... quase 4 meses... falra de respeito total"
3254,0,"O fato da cabeça ser fixa e não como do outro modelo atrapalha muito o corte, não acompanha as curvas do corpo!"
6287,4,"Excelente jogo, até mesmo para os adultos, gosto muito desse jogo e presenteio sempre as crianças com ele."
1653,4,Ótimo. fácil de usar e bastante potente.Gostei bastante de usar esta batedeira. Recomendo.
2330,4,Exatamente o mesmo que o original. É um preço que achei justo. Tudo dentro do prazo prometido.
79,0,"""Isso e um absurdo ate agora não entregou, comprei pra entregar ate 18:12:2017 e ate hoje não foi entregue , hoje e dia 01:01"
9092,1,"Boa tarde ,,eu nem recebi o meu produto ainda ,,então não posso afirmar que é um produto de qualidade..."
7665,4,"O fone é excelente, áudio satisfatório, confortável na cabeça, sutil, leve. Porém, comprei ele por ter leitor de cartão SD. O produto chegou, mas não tem leitor de cartão SD. Propaganda enganosa na descrição do produto, tanto no site quanto no site do fabricante. Já estou procedendo com a devolução/troca."
1493,4,Vale a pena o investimento. Entrega pontual. Só não gostei que tive que buscar no correio..... pois não colocaram o número da minha casa correto conforme as informações no meus dados.
2985,4,"Produto de boa qualidade,entrega antes do previsto. Adoreiiiiii meu produto!!!! Vale muito a pena."
5091,2,Bateria acaba muito rápido e o botão atrás engana pensando que é impressão digital.
3310,4,"O produto foi prometido para o dia 28.12 e chegou no dia 29.12, ou seja, no prazo. Apesar de não ter explorado todas suas funções, a TV é maravilhosa... nem precisei regular a imagem.... Netflix e Wi-Fi funciona perfeitamente. Recomendo !!!!"
4427,2,apesar de haver um atraso na entrega do produto. o sac me atendeu.
5451,3,"Gostei muito do jogo, da jogabilidade, dos níveis, do gráfico, inclusive já zerei o jogo."
1353,0,Não revebi o produto até hoje e já tem mais de um mês que comprei.
8635,3,Adorei os óculos. Ótimo custo benefício. Entrega rápida.
2936,4,Produto de ótima qualidade e preço ótimo! Recomendo
732,0,"""Copo acrílico por """"apenas"""" R$ 1.994,20! Ainda vão por a culpa no estagiário pelo preço errado  kkkkkk"""
7788,4,"Recomendo, produto de excelente qualidade, podem comprar funciona tudo o que esta neste anuncio."
3169,4,Entrega antes do estipulado e muito bem feita. Obrigado!
2566,4,Amei o produto....comprem Se você é daqueles que lê os comentários eu tbm faço isso por isso comprei :) Eu ia pagar para montarem Porem meu marido seguiu o passo a passo pelo Youtube e pela primeira vez não sobrou parafuso...rsrs Produto de ótima qualidade Se tivesse como mandar a foto eu mandaria para ver como ficou no Quarto do meu filho. https://www.youtube.com/watch?v=Zu9R24sJm6Y Esse é o link da montagem
4758,1,Fiz a aplicação como recomendado e não vi o efeito prometido.
3108,4,Embora não seja um pc-gamer a configuração permite rodar tudo que preciso com excelente qualidade. Até o momento só felicidade com o note
5147,3,"Chegou em 2 semanas, e é ótimo para cabelo loiro natural"
9344,0,"Estou esperando a mesa até hoje dia 8/01/2018, e ainda não foi entregue....já se passaram mais de 30 dias....por favor me devolver o dinheiro, senão precisarei fazer um Boletim de Ocorrência de Estelionato. Atenciosamente, Elcio Polezer"
7384,4,Ótima parceria da lojas Americanas entregou bem antes do previsto.  Produto excelente. Recomendo.
1860,4,"Mochila muito boa, de excelente qualidade! Adorei e super recomendo"
4145,3,"Adorei o produto, e a entrega foi bem antes do prazo, super recomendo. Minha primeira compra nesse site e com certeza vou comprar mais vezes"
5149,3,"Gostei muito da fantasia, só faço uma ressalva na máscara que deveria ser mais resistente, é um pouco frágil, desfia facilmente."
9403,0,"Perfume de péssima qualidade, sem fixação até mesmo em locais fechados e com ar condicionado o perfume não fixa, não acredito que este produto ''original'' da Ferrari seja desta qualidade, não recomendo."
424,4,"Atendeu a todas às minhas necessidades, precisava mesmo do produto e recomendo o mesmo a qualquer pessoa. Excelente produto! Amei!!!"
4559,0,Bom dia.conprei esse produto.só q só usei um dia.e não funcionou mas.tentei farias vezes entra encontato c vcs não conseguir.pós estou no aguardo de vcs. Pós o correto é vcs nem dar um outro produto ou o meu dinheiro de volta...
7884,3,"O produto é ótimo e o atendimento das lojas americanas com relação ao custo, prazo são excelentes"
3191,3,"O produto a princípio não chegou na data estipulada, inclusive fiz uma reclamação, mas logo em seguida o produto chegou."
8924,4,"Melhor que eu esperava, a bateria é ótima e seu design adorei."
5444,4,"Maravilhosa!!! Estamos curtindo muito, super Grande"
6414,4,"Excelente produto, cumpre o que promete.............."
3783,2,Não abri ainda o produto. Vi que restá tudo escrito em espanhol na embalagem.
5986,3,O produto é muito bem acabado e feito em ótimo material. Cumpre o que promete.
4817,4,A cafeteira é excelente! O manual é fácil de se entender.
8837,2,Produto simples e funcional. Atendeu as expectativas.
8646,4,"estou satisfeito com o produto, recomendaria para outros gamers"
5626,4,"Não tem comparações, de longe o melhor jogo de futebol da atualidade!!"
5598,0,"meu pedido de 27.11.2017, nº 02-655906418, não foi entregue até o dia de hoje 04.01.2018. A empresa não entrou em contato, e não consegui rastrear o pedido"
2826,4,"Comprei para dar de presente de natal para meu filho, mas o aparelho é tão bom que já estou pensando em trocar o meu por um igual."
962,4,Super satisfeito com o produto e todas as condições periféricas!
757,4,"Tive receio de comprar, na loja física era o dobro do valor, o produto tinha previsão de entrega só em fevereiro chegou antes do Natal e ficou muito lindo e perfeito na minha sala e todos elogiaram, comprem sem medo. Não faltou nenhum item e foi a melhor compra!!!!!!"
1133,3,"comprei junto a tinta de coloração, que ainda não chegou, por esse motivo ainda não pude usar, mas sei que o produto é top! aguardando ansiosa a chegada!!!!"
3932,3,Entrega rápida e ótimo produto. Vale salientar que para quartos e corredores fica bem claro (LUZ BRANCA).
8268,3,"Comprei para meu neto de cinco anos, achei ótimo.   Comprei outra marca e sempre travava, com este ele está muito feliz."
4365,3,Produto atende totalmente as expectativas. Produto de muita qualidade. Esta marca/produto são excelente.
2219,0,"Produto apresentou defeito e ao reclamar hoje dia 2/1/2018, me informaram que a garantia expirou em 25/12/2017 em pleno feriado prolongado e se recusaram a fazer a troca. Autopeças Horizonte."
4073,3,"Produto chegou dentro do prazo e veio certinho, muito satisfeita eu recomendo"
320,4,"Gostei muito do celular pq é para pessoa que tem problema de visão,os números tem um tamanho bom!                          Muito bem recomendado aos idosos                              Obrigada"
7327,4,"Brinquedo muito top, vale o investimento. No começo eu nao tava conseguindo fazer ele voar, mais depois que peguei a manha do negocio ai foi so alegria, to so esperando ele carregar pra fazer outro vôo.  Satisfação garantida!!"
1069,0,Geralmente há uma previsão para entrega às vezes grande mas sempre esta foi antecipada e satisfatória.  Desta vez sem entrega ou contato nenhum com o cliente.
5110,4,Minha neta adorou a boneca.Manual de instruções muito bem explicado!Era tudo que minha neta queria!Produto de boa qualidade!
6064,4,"LEGO SEMPRE BOM , RECOMENDO , PRINCIPALMENTE PARA QUEM GOSTA DE PENSAR."
5646,0,A loja cancelou meu produto quase no dia de entregar. E até hoje não estornou o crédito no cartão e nem me disse pq do cancelamento.
5139,4,chegou no prazo. Brinquedo muito bacana... minha filha amou
9894,3,"Celular ótimo, bom desempenho, entrega rápida antes do prazo"
5917,4,"Ótimo pente, com material de alta qualidade. Recomendo!"
9472,4,"Atendeu perfeitamente nosso desejo, seja pela qualidade, seja pelo tamanho ou pelo preço."
2817,4,Muito boa a cafeteira. Prática e bonita. O café fica pronto rapidinho. A entrega foi rápida e o produto em perfeito estado.
2768,2,"Produto muito bom chegou no prazo parabéns, contine assim , fiz varais coMpras esse site e muito bom."
7230,4,"Recebi um email que o produto estava a caminho e no mesmo dia chegou ! Como recebi hoje, ainda estou observando, porem tudo indica que está tudo bem. O notebook é lindo e espero que me traga muitas alegrias.... Já vi videos e baixei arquivos e tudo ok."
8524,3,"Meu cabelo ficou ótimo com o produto, recomendo. Chegou rápido, dentro do prazo."
517,4,"Maravilhosa, pratica, rápida, eficiente !! Eu recomendo esse produto."
5844,0,"Fiz a compra no parceiro PAIZÃO STORE, recebi o produto no prazo, mas a bateria não funcionou no celular, não consegui ligar e nem carregar o aparelho. Solicitei o cancelamento e devolver o produto. Ainda estou aguardando, muita demora. Não recomendo, pois o produto não deve ser original e ainda veio com defeito."
5943,4,Excelente produto: ótima qualidade e conforto.Recomendo
9493,1,Infelizmente a imagem é totalmente diferente do produto em sim. Ele não é felpudo e sua cor é totalmente diferente da descrição e das fotos. Foi um produto que fiquei completamente insatisfeita ao receber. Deixou a desejar.... Não procurei devolução devido a burocracia e tempo que se leva para ser efetuada e o produto voltar novamente para minhas mãos.
813,4,"Preço justo, produto de qualidade, fácil manuseio, transporte, entrega antes do prazo. Muito feliz com a compra!"
3402,4,"Gostei muito, atendeu as expectativas, ótima qualidade!"
792,4,"So a entrega não chegou no prazo esperado, era para vir até dia 13/12/2017 e chegou no dia 15/12/2017."
2334,4,"Não tem dado problema. Assistência técnica, já tem na cidade. O que é muito importante."
7804,4,Mais só teve um problema no endereço a loja não colocou o endereço certo teve transtorno muda o endereço bote esse endereço aqui loteamento praia do sol 14 barra grande Vera Cruz Bahia 44470000
3997,2,entregue antes do prazo e produto em ótimo estado. Recomendo.
404,3,A batata fica uma delícia vale a pena compra e ter uma vida saudável
8938,4,"Gostei muito do produto, era tudo o que eu precisava"
1847,1,"Preço diferenciado no site da Americanas R$ 99,99, e na propaganda que aparece no meu Face com as mesmas características e cor e modelo por R$ 69,90. Se quiser foto da propaganda é só me passar o e-mail, que eu gostaria de comorar 01 por R$ 69,90 conforme propaganda."
5993,0,Comprei para o Natal dia 05/12 e até hoje 05/01 ainda não recebi o produto. O pior de tudo é que nessa semana passou a constar no rastreio que foi entregue em 20/12. Horrível...super decepcionada e ainda vai me dar o maior trabalho para receber meu dinheiro de volta..
4524,3,Já tinha outro J5 mas era 16Gb ficou para meu marido e eu com esse produto. Muito bom.
8564,4,Todos os Livros foram entregues em perfeita qualidade.
5295,4,"Ele é um protetor  que ajuda a disfarçar as espinhas e cravos. Comprei este produto para minha filha, não é a primeira vez, ele clareia a pele e a deixa uniforme, disfarçando aquelas espinhas proprias da idade. Foi prescrita por um dermatologista. Produto ótimo."
2379,3,"Bom é produto bom eu recomendo as pessoas há comprar , câmera boa, é de digital eu gostei , moderno"
235,3,Americanas está de parabéns entrega super rápida chegou antes do esperado.celular ótimo
4178,4,Muito boa a bicicleta excelente e a entrega foi super rápida até pensei que iria demorar mais fiquei surpresa com a rapidez. Super indico
2601,3,Não tem muito que falar ótima suite de apps para o dia a dia.
7946,3,"Boa tarde.  O plástico duro traz alguma dificuldade para retirar, talvez pudesse ser outro material mais fácil de remover."
8248,2,Remove os pelos e é fácil de limpar. Meu cachorro gosta muito. Parece um carinho.
9073,1,O material é muito frágil e no segundo dia de uso já mostrava marcas de ferrugem
9997,0,Veio com defeito. Acionei por e-mail a 10 dias e até agora ninguém me deu retorno.
5036,0,Carregador é adaptado paar o Brasil e nao funciona
9958,0,"Péssima qualidade do produto se soubesse não teria comprado, preferia pagar mais caro que ter um produto de péssima qualidade"
8790,2,"Produto bom, mais acho que deveriam melhorar a qualidade do acento, no mais achei boa."
928,3,"O produto é muito bom. Só que a americanas demora muito a enviar o pedido, uma semana pra sair. Mas depois que sai chega rápido."
5310,4,"Produto com ótimo custo x beneficio! Cumpre as especificações, possui excelente luminosidade."
3215,4,Uma das melhores compras q fizemos no site. Super recomendo
454,3,Ele é exatamente como está na foto. A única coisa que não gostei é que não é forrado atrás. Mas a durabilidade superou minhas espectativas. Pratico natação e ele é bem confortável e de boa qualidade.
7331,3,É um ótimo presente eu gostei e o presenteado também adorou ...
864,3,Cumpre o que promete! Avalia o sono e os passos dados no dia.
1946,3,o smartphone é bom . o problema é a bateria. só aguenta um dia carregada.o mais tudo bem
8796,0,"O produto deveria ter sido entregue até o dia 20 de dezembro de 2017, não foi, pedi o reembolso e o mesmo apenas será realizado segundo a americanas.com se o produto retornar ao fornecedor. Então se ele nao chegar à minha residência, no caso de extravio, vou paga-lo de mesma forma?? Não realizo mais nenhuma compra na americanas.com após este ocorrido."
8453,4,Preço acessível produto superou minhas expectativas eu recomendo a todos . Entrega rápida as americanas estão de parabéns! Voltarei a comprar sempre
1932,3,"Tv com sistema ágil, não trava, consigo instalar os melhores apps pela própria loja d imagem e som muito bom."
8807,3,Blusa bonita e vestiu muito bem. A cor é igualzinha a da imagem. Recomendo!
5574,2,Bom mais poderia ser um pouco mais simplificado as funções para usar o HDMI ou o av
1816,3,"Cadeira confortável, fácil ajuste. Chegou dentro do prazo. Indico."
7031,2,"Muito bom                                                                       Foi uma otimo opção ter comprado pelo site, além de mais em conta, tive ainda a comodidade de comprar e receber em casa."
8861,4,"ÓTIMO PRODUTO, ENTREGA RÁPIDA E MAIS BARATO QUE NO SITE DA EMPRESA FORNECEDORA. SUPER RECOMENDO"
3696,1,"A TV em si é boa(design,imagem) mas o som é muito ruim. Pelo que pesquisei na internet, é um aspecto do produto e não um defeito."
4196,1,"Depois de 8 meses de uso (sem muito uso, pois eu não cozinho muito) estragou, o touch screen parou de funcionar. A descrição do produto disse só quatro pontos da boca fica quente, mas na verdade o vidro todo fica quente (se por exemplo liga os 4 pontos). Isso deveria com tempo queimado o display do touch screen."
4597,2,"Bom dia, demorou muito pra eu sentir os efeitos do remédio e mesmo assim não foi o resultado esperado. Tive muita secura na boca durante o período de uso. Não recomendo, mas também não critico porque sei que cada organismo é peculiar."
5350,0,"Eu não recebi essa m*rda, ai vcs mandam um email perguntando o que eu achei do produto ?"
4620,0,Há quase um mês que eu fiz o pedido do produto e ainda não chegou! A data de entrega estava marcada para 18/12/2017 e já estamos em 04/01/2018.   Indignação!!!
4637,4,"""Até o momento não tenho do que reclamar do Tab A SM-P585M.   O equipamento é muito bom"
9479,3,o produto foi entregue antes do combinado e o aparelho e otimo  enfim satisfeito!!!
6629,4,"MUITO LEVE E PRATICO FÁCIL DE LEVA, ÓTIMO PRA TRABALHOS DE FACULDADE."
4245,4,"Só demorou na entrega, problemas durante a entrega nós Correios, entre outros fatores."
3371,2,"Produto bom, recomendo. Produto entregue conforme anunciado."
9143,3,Muito bom o produto pelo valor pago e bastante desconto quando a gente compra a vista
5726,0,"Comprei um painel no dia 25/11 e respeitando o prazo de entrega deveria ter chegado antes do natal, porem hj dia 04/01 nada de receber. Entrando no site, nos meus pedidos, agora aparece que ai da está aguardando liberação da nota fiscal e nem foi para a transportadora ainda e que a entrega pode ser dia 28/01 ainda. Estou decepcionada pois todos os produtos que comprei nunca tive problemas, só agora, e tb já vou pagar a segunda parcela sem usufruir. Não recomendo pois ninguém merece passar por isso.Estou de férias e infelizmente vou voltar a trabalhr sem arrumar o ambiente."
3654,3,"Muito bom! A vista de outros, é um produto leve, prático e tem suprido minhas necessidades."
2053,1,"Esse Grill demora muito para acender a luz verde que indica que está na temperatura ideal para colocar os alimentos. Após a espera, mesmo colocando apenas dois bifes, ele cozinha a carne, ela custa para pegar cor, principalmente na chapa de baixo. É preciso virar. Resultado: Não fica marrom por fora e rosado no centro.  A única vantagem desse Grill é a facilidade na limpeza. Por isso troquei o George Foreman por esse. Me arrependi. Só compre se você gostar de carne bem passada."
9192,2,"- Produto bonito, material bom, porém falta a grela de encaixe do ralo. Não encontra para comprar. Em virtude disso a instalação não fica boa."
8043,2,so posso avaliar quando ele chegar ai eu escrevo aki se for aprovado o celular ok
8047,4,Entrega dentro do prazo! Recebi o produto em menos de uma semana !
3867,4,"O produto é de alta qualidade, funcionando perfeitamente."
687,2,"O produto tem uma qualidade boa, não esperava mais pelo preço que paguei"
7612,4,Como top da linha Samsung ele entrega uma câmera muito boa mesmo local com pouca luz fora sua memória interna 128gb e top.
6237,4,"Excelente notebook, comprei 10 unidades para minha empresa."
5169,0,"Comprei uma tv 49 polegadas,me entregaram hoje dia 30.12.17 e quando fui abrir a mesma estava com a tela quebrada,a transporta entregou com a caixa avariada e colou um adesivo por cima e no adesivo estava escrito: sexta 08/12. O número do pedido é 02-658231556. Tentei ligar no mesmo dia, mas a central de atendimento só cai no atendimento eletrônico. Muito insatisfeita. Obrigada por estragar o final do ano da nossa família. A americanas já recolheu a tv quebrada e me deu um crédito no valor de R$R$ 2.547,25, para comprar outrA TV, porém ao tentar comprar a mesma tv com o mesmo modelo a mesma já está com o preço R$2.699,99 e ainda tem frete de R$R$ 21,99. A americanas erra,me entrega um produto avariado, me deixa totalmente frustrada e agora eu o consumidor tenho que pagar a mais pelo mesmo produto que quando eu comprei era um valor e por culpa do desleixo das Americanas agora está com outro preço? isso é um absurdo. Resolvam minha situação,quero pagar o preço que eu comprei e nada a mais."
7603,4,"Ótima qualidade, fácil de montar, seguro e o melhor é a posição para conduzir os pequenos."
4348,3,"O produto faz o que promete, sem problemas! Estou gostando do produto, recomendo."
5462,4,"carregador usb-c, carrega bem rápido meu moto z2  carregador usb-c, carrega bem rápido meu moto z2"
216,3,Estou gostando do produto é de boa qualidade e designer bonito.
7549,3,Adorei o produto mto bom chegou no prazo loja seria e confiável.
